strain	S1_down	S1_up	S2_down	S2_up	S3_down	S3_up
YGL164C::chr7_2	411	331	217	191	273	296
YGL165C::chr7_2	449	344	195	184	308	174
YGL166W::chr7_2	558	406	166	89	297	332
YGL167C::chr7_2	248	43	835	433	273	55
YGL168W::chr7_2	187	112	760	647	229	236
YGL169W::chr7_2	0	1	3	1	2	0
YGL170C::chr7_2	666	529	74	196	287	270
YGL171W::chr7_2	0	0	2	0	1	0
YGL172W::chr7_2	0	1	0	1	0	3
YGL173C::chr7_2	110	67	0	0	8	5
YGL174W::chr7_2	457	2	1	0	501	1
YGL175C::chr7_2	734	590	166	154	430	326
YGL176C::chr7_2	328	228	131	159	227	242
YGL177W::chr7_2	313	209	218	182	322	251
YGL178W::chr00_21	503	428	1	0	241	191
YGL179C::chr7_2	2	306	1	235	3	281
YGL180W::chr7_2	280	226	238	137	326	303
YGL181W::chr7_2	211	207	183	164	255	253
YGL183C::chr00_21	0	0	0	0	0	0
YGL184C::chr00_21	663	241	0	0	249	99
YGL185C::chr00_21	246	500	0	1	230	516
YGL186C::chr00_22	201	138	0	0	149	104
YGL188C-A::chr00_20	200	0	6	0	269	0
YGL190C::chr00_21	0	0	0	0	0	0
YGL191W::chr00_21	251	407	3	0	134	176
YGL192W::chr00_21	0	313	0	2	0	250
YGL194C::chr7_3	0	112	0	252	0	313
YGL195W::chr7_3	4	0	347	0	1	0
YGL196W::chr00_23	23	422	0	1	23	360
YGL196W::chr7_3	0	0	184	140	0	145
YGL197W::chr7_3	617	511	22	43	263	293
YGL198W::chr7_3	1	343	112	98	1	247
YGL199C::chr7_3/chr00_12	468	288	347	257	889	536
YGL200C::chr7_3	0	0	0	323	0	0
YGL201C::chr7_3	0	1	5	4	4	2
YGL202W::chr00_23	603	485	1	6	418	371
YGL202W::chr7_3	2	0	180	159	399	240
YGL203C::chr7_3	237	0	152	1	462	0
YGL205W::chr7_3	348	252	179	163	370	283
YGL206C::chr7_3	0	0	0	262	0	136
YGL207W::chr7_3	0	0	0	3	2	1
YGL208W::chr7_3	0	327	0	199	0	337
YGL209W::chr7_3	385	289	304	207	366	394
YGL210W::chr7_3	4	0	557	255	8	0
YGL211W::chr00_23	247	238	2	3	226	204
YGL211W::chr7_3	2	0	114	84	309	265
YGL212W::chr7_3	147	1	199	66	431	0
YGL213C::chr7_3	308	164	266	230	385	280
YGL214W::chr7_3/chr00_12	2	1	1000	542	270	111
YGL215W::chr7_3	327	314	907	823	417	302
YGL216W::chr00_21	527	342	1	0	256	171
YGL216W::chr7_3	0	1	472	916	0	193
YGL217C::chr7_3/chr00_12	494	344	971	720	444	350
YGL218W::chr7_3/chr00_12	245	208	710	671	455	404
YGL219C::chr00_14	504	327	137	95	499	368
YGL220W::chr7_3	0	0	135	1	0	0
YGL221C::chr7_3	351	293	177	149	311	278
YGL222C::chr7_3	328	287	310	272	290	206
YGL223C::chr7_3	185	114	167	168	0	0
YGL224C::chr00_23	0	738	0	4	2	484
YGL224C::chr7_3	0	2	0	129	0	198
YGL225W::chr7_3	0	0	0	0	0	0
YGL226C-A::chr7_3	0	38	140	79	6	41
YGL226W::chr7_3	336	0	167	1	343	0
YGL227W::chr7_3	130	314	94	120	100	275
YGL228W::chr7_3	270	277	122	63	369	310
YGL229C::chr7_3	358	0	480	532	382	0
YGL230C::chr7_3	0	310	77	178	0	304
YGL231C::chr7_3	387	65	240	12	312	33
YGL232W::chr7_3	359	324	1516	579	406	234
YGL233W::chr7_3	3	1	3	2	4	0
YGL234W::chr00_23	0	0	0	0	0	0
YGL234W::chr7_3	0	0	28	35	0	0
YGL235W::chr7_3/chr00_12	291	155	444	413	524	387
YGL236C::chr7_3	254	320	425	767	191	244
YGL237C::chr00_23	493	361	0	0	487	397
YGL237C::chr7_3	0	0	7	4	0	115
YGL238W::chr7_3	0	0	0	1	0	2
YGL239C::chr7_3/chr00_12	0	0	2	2	0	1
YGL240W::chr7_3	105	0	2	0	730	2
YGL241W::chr7_3	280	0	151	96	368	1
YGL242C::chr7_3	104	372	98	177	97	358
YGL243W::chr7_3	363	228	1462	1188	518	239
YGL244W::chr7_3	44	147	9	174	47	216
YGL245W::chr7_3	0	1	0	1	0	1
YGL246C::chr7_3	181	181	0	5	6	15
YGL247W::chr7_3	0	0	0	6	0	12
YGL248W::chr7_3	374	253	241	88	423	216
YGL249W::chr7_3	363	270	230	217	345	245
YGL250W::chr7_3	858	4	1567	115	721	4
YGL251C::chr7_3	0	142	0	552	0	159
YGL252C::chr7_3	128	102	191	155	1704	1294
YGL253W::chr7_3	598	473	216	206	387	283
YGL254W::chr7_3	382	389	370	334	406	353
YGL255W::chr7_3	419	31	187	54	460	27
YGL256W::chr7_3	403	270	1312	1171	388	380
YGL257C::chr7_3	316	325	146	174	319	345
YGL258W-A::chr00_20	0	0	0	0	0	0
YGL258W::chr7_3	363	231	210	146	453	387
YGL259W::chr7_3	321	292	1355	1316	298	317
YGL260W::chr7_3	537	384	240	199	308	302
YGL261C::chr7_3	335	183	136	121	328	193
YGL262W::chr7_3	383	240	274	110	333	264
YGL263W::chr7_3	397	265	180	295	454	309
YGR001C::chr7_3	343	215	210	194	307	183
YGR002C::chr7_3	0	1	0	3	0	1
YGR003W::chr7_3	369	227	253	172	402	276
YGR004W::chr7_3	355	323	145	152	461	374
YGR005C::chr7_3	3	3	7	4	0	11
YGR006W::chr7_3	234	191	0	0	46	46
YGR007W::chr7_3	451	339	195	161	489	355
YGR008C::chr7_3	496	427	186	176	325	336
YGR009C::chr7_3	0	3	0	0	0	5
YGR010W::chr7_3	470	196	174	117	488	219
YGR011W::chr7_3/chr00_12	0	235	275	429	318	688
YGR012W::chr7_3	0	256	716	1390	2	291
YGR013W::chr7_3	1	0	0	1	0	0
YGR014W::chr7_3	473	172	220	113	374	177
YGR015C::chr7_3	14	283	8	267	22	369
YGR016W::chr7_3	351	292	2	1	420	383
YGR017W::chr7_3	272	265	1027	1217	234	265
YGR018C::chr7_3/chr00_12	285	192	344	271	714	461
YGR019W::chr7_3	416	200	188	122	483	271
YGR020C::chr7_3	2	36	290	458	0	105
YGR021W::chr7_3	226	231	164	113	181	273
YGR022C::chr7_3/chr00_12	227	209	290	274	793	837
YGR023W::chr7_3	288	224	154	128	468	534
YGR024C::chr00_14	0	2	0	1	0	2
YGR025W::chr7_3/chr00_12	107	184	332	323	533	544
YGR026W::chr7_3	347	289	170	189	331	299
YGR027C::chr7_4	519	329	1029	1079	476	417
YGR028W::chr00_14	0	518	95	302	0	594
YGR029W::chr00_22	0	0	0	0	0	0
YGR029W::chr7_4	0	4	6	0	3	0
YGR030C::chr7_4	0	1	1	2	1	3
YGR031W::chr7_4	522	411	507	469	665	552
YGR032W::chr00_14	438	332	99	201	323	328
YGR033C::chr7_4	380	381	396	337	466	476
YGR034W::chr7_4	87	396	235	1083	101	504
YGR035C::chr7_4	275	383	83	401	545	894
YGR035W-A::chr00_20	387	385	0	0	434	434
YGR036C::chr7_4	7	232	448	368	6	115
YGR037C::chr00_23	0	0	0	0	41	28
YGR037C::chr7_4	0	0	0	544	0	754
YGR038W::chr00_14	336	292	167	228	352	296
YGR039W::chr7_4	612	318	490	353	275	183
YGR040W::chr00_14	686	452	89	155	272	260
YGR041W::chr7_4	376	0	404	59	276	0
YGR042W::chr7_4	469	150	426	277	468	110
YGR043C::chr7_4	380	7	322	220	202	2
YGR044C::chr7_4	379	245	1797	1615	419	433
YGR045C::chr7_4	515	362	588	610	319	296
YGR046W::chr00_14	2	0	6	0	0	0
YGR047C::chr7_4	0	0	0	1	0	0
YGR048W::chr00_14	1	0	2	0	2	0
YGR049W::chr7_4	2	277	152	373	0	276
YGR050C::chr00_14	541	78	192	98	292	42
YGR051C::chr7_4	516	282	475	298	407	307
YGR052W::chr7_4	450	223	396	293	473	383
YGR053C::chr00_14	744	389	236	146	262	190
YGR054W::chr7_4	615	310	506	197	316	202
YGR055W::chr7_4	527	415	374	349	464	411
YGR056W::chr7_4	388	330	507	486	248	290
YGR057C::chr7_4	630	399	1150	1076	412	301
YGR058W::chr7_4	255	341	139	341	215	258
YGR059W::chr7_4	494	4	496	194	482	3
YGR060W::chr7_4	1020	558	960	642	815	504
YGR061C::chr7_4	11	3	527	500	111	83
YGR062C::chr00_23	2	0	2	0	576	0
YGR062C::chr7_4	1	0	71	0	576	1
YGR063C::chr00_14	1	373	630	1095	2	249
YGR064W::chr7_4	3	235	846	1396	1	327
YGR065C::chr7_4	0	0	0	0	0	0
YGR066C::chr7_4	350	238	438	343	359	310
YGR067C::chr7_4	471	258	521	361	531	370
YGR068C::chr7_4	289	78	335	176	456	71
YGR069W::chr7_4	434	253	486	353	557	264
YGR070W::chr7_4	605	95	418	145	638	118
YGR071C::chr7_4	484	373	552	490	443	326
YGR072W::chr7_4	339	214	498	236	490	431
YGR073C::chr7_4	0	2	3	0	0	2
YGR074W::chr7_4	1	0	4	0	3	0
YGR075C::chr7_4	3	4	0	3	3	8
YGR076C::chr7_4	0	0	2	0	285	226
YGR077C::chr7_4	611	430	2246	1939	602	386
YGR078C::chr7_4	127	150	901	778	154	250
YGR079W::chr7_4	3	507	412	594	2	290
YGR080W::chr7_4	401	372	251	465	476	403
YGR081C::chr7_4	2	0	946	424	242	0
YGR082W::chr00_14	1	15	0	5	2	9
YGR083C::chr7_4	0	1	2	2	0	0
YGR084C::chr7_4	410	333	489	422	441	381
YGR085C::chr7_4	439	251	810	455	424	293
YGR086C::chr00_14	0	532	0	231	0	744
YGR087C::chr7_4	426	89	522	252	630	110
YGR088W::chr7_4	412	273	418	413	455	386
YGR089W::chr00_14	604	389	221	218	425	206
YGR090W::chr7_4	0	0	0	3	0	3
YGR091W::chr7_4	0	0	1	0	0	0
YGR092W::chr00_14	287	262	577	279	185	145
YGR093W::chr00_14	1	36	106	152	0	49
YGR094W::chr7_4	2	0	1	0	3	0
YGR095C::chr7_4	1	16	2	9	1	22
YGR096W::chr7_4	456	9	471	227	379	8
YGR097W::chr7_4	208	311	139	436	335	422
YGR098C::chr7_4	0	0	1	0	2	0
YGR099W::chr7_4	4	0	1	2	0	1
YGR100W::chr7_4	419	256	1387	1183	411	287
YGR101W::chr7_4	6	5	961	967	262	179
YGR102C::chr7_4	5	0	822	788	374	245
YGR103W::chr7_4	0	2	1	4	3	1
YGR104C::chr7_4	185	168	523	792	151	86
YGR105W::chr7_4	31	1	642	190	216	2
YGR106C::chr00_14	652	368	99	264	510	314
YGR107W::chr7_4	4	167	511	488	4	177
YGR108W::chr7_4	1	340	939	806	7	653
YGR109C::chr7_4	0	322	200	295	1	513
YGR110W::chr00_14	2	0	136	82	1	0
YGR111W::chr7_4	487	375	408	391	664	605
YGR112W::chr7_4	235	146	303	130	533	423
YGR113W::chr7_4	2	0	0	1	1	3
YGR114C::chr7_4	0	1	0	2	4	6
YGR115C::chr7_4	0	0	0	0	0	0
YGR116W::chr00_14	0	2	1	2	1	4
YGR117C::chr00_14	0	205	0	678	1	223
YGR118W::chr7_4	3	243	599	1007	1	331
YGR119C::chr7_4	3	0	2	0	2	0
YGR120C::chr7_4	2	0	5	2	0	1
YGR121C::chr7_4	391	328	211	390	645	401
YGR121W-A::chr00_20	379	67	1	0	494	90
YGR122C-A::chr00_17a	436	283	146	157	577	392
YGR122W::chr7_4	90	484	245	257	69	334
YGR123C::chr7_5	423	394	128	257	284	264
YGR124W::chr7_5	449	315	193	178	424	276
YGR125W::chr7_5	506	308	62	134	320	270
YGR126W::chr7_5	524	310	189	113	401	284
YGR127W::chr7_5	551	418	129	195	298	231
YGR128C::chr7_5	5	2	2	3	1	1
YGR129W::chr7_5	391	315	203	164	242	184
YGR130C::chr7_5	397	237	150	177	207	157
YGR131W::chr7_5	464	394	243	197	249	231
YGR132C::chr7_5	495	0	207	83	165	0
YGR133W::chr7_5	0	222	54	120	0	160
YGR134W::chr00_8	546	528	331	250	458	400
YGR135W::chr7_5	69	0	809	376	146	0
YGR136W::chr7_5	413	308	294	284	231	153
YGR137W::chr7_5	410	272	219	169	317	232
YGR138C::chr7_5	435	1	210	125	355	0
YGR139W::chr7_5	466	298	203	169	884	719
YGR140W::chr7_5	0	1	1	0	0	0
YGR141W::chr7_5	334	284	220	206	648	517
YGR142W::chr7_5	520	381	237	162	465	579
YGR143W::chr7_5	503	381	216	166	579	416
YGR144W::chr7_5	368	353	196	209	484	583
YGR145W::chr00_15	5	2	3	4	5	3
YGR146C-A::chr00_20	453	202	5	1	529	169
YGR146C::chr7_5	477	377	225	206	488	510
YGR147C::chr7_5	0	5	6	303	2	0
YGR148C::chr7_5	418	212	986	215	664	254
YGR149W::chr7_5	404	207	93	123	601	305
YGR150C::chr7_5	0	0	132	136	276	225
YGR151C::chr7_5	15	381	168	300	21	437
YGR152C::chr7_5	472	378	108	203	712	712
YGR153W::chr7_5	334	0	221	53	601	0
YGR154C::chr7_5	518	305	228	127	511	258
YGR155W::chr00_11	0	0	67	109	351	229
YGR155W::chr7_5	0	0	0	0	0	0
YGR156W::chr7_5	0	5	0	6	0	2
YGR157W::chr7_5	0	174	96	160	0	582
YGR158C::chr7_5	8	9	5	18	12	17
YGR159C::chr7_5	152	83	501	520	294	194
YGR160W::chr7_5	291	167	602	309	280	228
YGR161C::chr7_5	872	0	104	69	877	1
YGR161W-C::chr00_23	1061	383	2	0	546	280
YGR162W::chr00_17a	382	217	1383	1324	619	500
YGR163W::chr7_5	2	0	794	471	2	0
YGR164W::chr7_5	348	9	185	94	446	16
YGR165W::chr7_5	0	0	747	575	258	293
YGR166W::chr7_5	167	1	167	121	553	15
YGR167W::chr7_5	3	0	0	1	299	281
YGR168C::chr7_5	470	334	264	199	415	361
YGR169C-A::chr00_20	437	52	0	0	375	35
YGR169C::chr7_5	327	190	227	149	615	374
YGR170W::chr7_5	1102	702	247	167	650	540
YGR171C::chr7_5	2	0	401	426	304	255
YGR172C::chr7_5	0	12	0	6	0	5
YGR173W::chr7_5	528	464	211	184	602	477
YGR174C::chr7_5	58	115	168	222	166	282
YGR174W-A::chr00_20	331	291	2	0	409	356
YGR175C::chr7_5	6	2	2	0	1	6
YGR176W::chr7_5	428	283	212	212	621	414
YGR177C::chr7_5	480	294	187	233	596	517
YGR178C::chr7_5	455	309	108	300	615	634
YGR179C::chr7_5	5	8	0	0	1	0
YGR180C::chr00_21	113	59	0	0	288	213
YGR180C::chr7_5	0	0	175	139	98	96
YGR181W::chr7_5	406	215	320	138	627	381
YGR182C::chr7_5	481	297	565	452	427	314
YGR183C::chr7_5	369	57	0	0	345	64
YGR184C::chr7_5	0	265	48	164	0	235
YGR185C::chr7_5	1	5	2	4	1	0
YGR186W::chr7_5	0	4	0	3	0	0
YGR187C::chr7_5	490	335	1299	1009	514	321
YGR188C::chr00_10	302	169	0	0	132	158
YGR189C::chr7_5	0	465	114	182	0	565
YGR190C::chr7_5	0	4	6	7	0	1
YGR191W::chr7_5	1	2	3	0	2	1
YGR192C::chr7_5	774	422	1438	927	546	405
YGR193C::chr7_5	212	175	210	191	449	390
YGR194C::chr7_5	366	296	228	163	571	423
YGR195W::chr7_5	0	5	3	2	0	1
YGR196C::chr7_5	254	0	165	100	524	0
YGR197C::chr7_5	2	0	101	120	0	0
YGR198W::chr7_5	0	13	0	25	7	31
YGR199W::chr7_5	431	310	206	241	494	442
YGR200C::chr7_5	262	228	720	572	368	252
YGR201C::chr00_10	288	135	96	121	499	188
YGR202C::chr7_5	425	395	155	372	323	282
YGR203W::chr7_5	691	622	160	110	563	681
YGR204C-A::chr00_20	422	205	5	0	390	280
YGR204W::chr00_10	9	0	555	395	283	210
YGR205W::chr7_5	608	468	202	198	319	355
YGR206W::chr7_5	1	257	105	146	1	250
YGR207C::chr7_5	407	340	145	133	577	532
YGR208W::chr7_5	29	11	129	213	518	840
YGR209C::chr7_5	446	257	231	127	678	355
YGR210C::chr00_8	450	468	278	358	399	417
YGR211W::chr7_5	4	1	7	2	0	1
YGR212W::chr7_5	386	303	214	177	667	425
YGR213C::chr7_5	452	395	173	79	470	559
YGR214W::chr7_5	416	315	1075	1032	502	442
YGR215W::chr7_5	5	3	1018	602	401	128
YGR216C::chr7_5	0	2	0	16	1	1
YGR217W::chr7_5	0	0	0	116	0	0
YGR218W::chr7_5	0	2	0	0	0	2
YGR219W::chr00_2	8	0	183	74	412	197
YGR220C::chr00_2	0	0	210	136	320	195
YGR221C::chr00_2	536	251	618	486	671	340
YGR222W::chr00_2	4	3	1459	1026	554	386
YGR223C::chr00_2	377	286	354	354	389	380
YGR224W::chr00_2	429	333	468	381	435	350
YGR225W::chr00_2	0	0	0	269	0	314
YGR225W::chr00_22	0	0	0	0	0	0
YGR226C::chr00_2	4	363	179	419	0	300
YGR227W::chr00_2	361	259	476	352	442	271
YGR228W::chr00_2	481	284	436	168	298	136
YGR229C::chr00_2	3	153	463	1070	0	448
YGR230W::chr00_2	0	348	247	322	0	291
YGR231C::chr00_2	7	2	756	698	327	184
YGR232W::chr00_2	485	259	2341	1699	425	297
YGR233C::chr00_2	281	1	729	559	434	2
YGR234W::chr00_2	481	251	480	416	468	306
YGR235C::chr00_2	397	294	477	452	652	464
YGR236C::chr00_2	446	277	521	400	652	480
YGR237C::chr00_2	498	349	1409	625	668	530
YGR238C::chr00_14	266	325	86	192	291	219
YGR239C::chr00_14	326	169	212	106	281	144
YGR240C-A::chr00_20	0	0	0	0	0	0
YGR240C::chr00_2	110	64	245	189	405	231
YGR241C::chr00_2	750	445	520	345	582	348
YGR242W::chr00_2	378	324	551	628	444	478
YGR243W::chr00_2	561	326	549	375	577	393
YGR244C::chr00_2	1	3	418	79	166	121
YGR244C::chr00_23	0	0	0	0	674	493
YGR245C::chr00_2	1	0	0	0	0	1
YGR246C::chr00_2	1	2	1	2	1	1
YGR247W::chr00_2	626	341	814	551	488	327
YGR248W::chr00_14	0	0	99	100	0	5
YGR249W::chr00_2	1	299	309	615	0	352
YGR250C::chr00_14	532	329	245	200	433	308
YGR251W::chr00_2	2	1	1	5	3	0
YGR252W::chr00_17a	98	0	894	543	307	0
YGR253C::chr00_3	1	1	0	0	1	0
YGR254W::chr00_17a	520	312	215	172	718	525
YGR255C::chr00_17a	1	0	27	6	627	0
YGR256W::chr00_3	518	341	254	239	710	620
YGR257C::chr00_17a	0	3	20	887	6	301
YGR258C::chr00_17a	438	351	219	224	831	697
YGR259C::chr00_3	559	351	157	175	413	228
YGR260W::chr00_3	478	455	179	171	383	384
YGR261C::chr00_3	0	213	1	128	0	212
YGR262C::chr00_3	12	19	184	118	71	19
YGR263C::chr00_3	98	318	27	190	132	408
YGR264C::chr00_3	0	1	0	2	2	1
YGR265W::chr00_3	0	0	0	0	2	0
YGR266W::chr00_3	765	421	158	127	490	270
YGR267C::chr00_3	2	0	0	1	1	4
YGR268C::chr00_3	449	315	145	110	291	190
YGR269W::chr00_3	0	0	109	61	0	0
YGR270W::chr00_3	466	347	1119	827	361	218
YGR271C-A::chr00_20	248	158	0	0	60	38
YGR271W::chr00_17a	348	193	251	205	935	657
YGR272C::chr00_17a	218	117	141	108	106	89
YGR273C::chr00_17a	267	226	249	201	545	549
YGR274C::chr00_3	5	1	9	4	2	0
YGR275W::chr00_3	587	116	231	107	297	63
YGR276C::chr00_17a	319	76	273	89	481	147
YGR277C::chr00_3	3	0	3	0	6	0
YGR278W::chr00_3	0	1	0	0	0	0
YGR279C::chr00_3	563	493	1411	1415	328	290
YGR280C::chr00_3	0	3	1	3	0	3
YGR281W::chr00_3	1011	654	211	268	770	528
YGR282C::chr00_3	334	292	133	48	404	216
YGR283C::chr00_3	540	404	233	111	663	475
YGR284C::chr00_3	478	225	167	132	484	291
YGR285C::chr00_3	52	19	1073	425	586	441
YGR286C::chr00_3	452	320	186	119	700	516
YGR287C::chr00_3	534	407	170	203	592	423
YGR288W::chr00_3	589	364	239	190	735	446
YGR289C::chr00_17a	406	71	387	129	858	145
YGR290W::chr00_3	553	0	246	0	677	0
YGR291C::chr00_17a	427	183	283	162	910	607
YGR292W::chr00_17a	428	292	160	493	669	491
YGR295C::chr00_17b	339	285	257	195	338	268
YHL001W::chr00_23	871	683	1	0	486	376
YHL002W::chr00_10	351	226	229	224	668	505
YHL003C::chr8_1	348	429	581	534	321	348
YHL004W::chr00_23	0	0	0	2	49	287
YHL005C::chr8_1	306	124	251	141	301	93
YHL006C::chr8_1	428	330	216	204	254	242
YHL007C::chr8_1	2	0	122	60	367	0
YHL008C::chr8_1	360	225	160	116	318	172
YHL009C::chr8_1	444	0	214	107	354	0
YHL010C::chr8_1	1	424	105	185	3	305
YHL011C::chr00_10	106	21	620	177	56	22
YHL012W::chr8_1	744	551	175	161	331	286
YHL013C::chr8_1	0	379	91	159	0	272
YHL014C::chr8_1	0	402	100	205	0	316
YHL015W-A::chr00_20	437	242	0	1	556	273
YHL015W::chr8_1	4	26	5	32	1	29
YHL016C::chr8_1	474	464	207	151	319	273
YHL017W::chr8_1	515	396	179	171	356	266
YHL019C::chr8_1	327	309	76	215	483	550
YHL020C::chr8_1	183	159	852	399	299	211
YHL021C::chr8_1	401	279	256	103	343	241
YHL022C::chr8_1	513	386	209	249	417	322
YHL023C::chr8_1	444	341	197	112	244	223
YHL024W::chr00_8	402	251	968	1517	373	345
YHL025W::chr00_8	0	0	0	0	88	50
YHL026C::chr8_1	465	49	242	121	255	65
YHL027W::chr8_1	472	408	248	102	350	284
YHL028W::chr8_1	488	332	104	138	376	259
YHL029C::chr8_1	459	298	256	201	379	225
YHL030W::chr8_1	149	225	135	162	156	272
YHL031C::chr8_1	196	130	984	836	203	183
YHL032C::chr8_1	554	0	182	76	346	0
YHL033C::chr8_1	467	198	1176	732	468	274
YHL034C::chr8_1	478	190	1101	691	446	295
YHL035C::chr8_1	620	360	362	229	434	210
YHL036W::chr8_1	730	228	308	207	727	190
YHL037C::chr8_1	485	2	301	110	730	0
YHL038C::chr8_1	2	0	983	827	329	247
YHL039W::chr00_10	422	296	176	203	388	313
YHL040C::chr8_1	429	323	275	268	748	505
YHL041W::chr8_1	483	0	361	148	655	0
YHL042W::chr8_1	537	0	370	146	750	3
YHL043W::chr8_1	464	339	338	289	490	294
YHL044W::chr8_1	496	264	229	164	301	153
YHL045W::chr8_1	519	272	99	71	347	210
YHL046C::chr8_1	820	0	203	109	619	2
YHL047C::chr8_1	611	418	328	344	562	458
YHR001W-A::chr8_1	401	208	167	178	847	616
YHR001W::chr00_23	670	524	2	1	516	595
YHR003C::chr00_10	290	275	308	298	275	268
YHR004C::chr00_10	30	169	592	1407	49	390
YHR005C-A::chr00_3	4	0	6	0	3	0
YHR005C::chr00_10	0	0	1	0	564	399
YHR006W::chr00_10	464	326	235	174	234	178
YHR007C-A::chr00_20	433	304	2	3	598	443
YHR007C::chr00_10	5	3	0	1	1	2
YHR008C::chr00_10	136	118	263	714	200	222
YHR009C::chr00_10	500	370	143	221	384	283
YHR010W::chr8_1	158	122	942	800	81	34
YHR011W::chr8_1	0	0	27	36	333	276
YHR012W::chr8_1	48	0	77	9	239	0
YHR013C::chr8_1	360	264	1108	953	594	485
YHR014W::chr8_1	381	341	161	137	533	435
YHR015W::chr8_1	676	0	213	100	789	0
YHR016C::chr00_8	420	382	293	325	419	284
YHR017W::chr00_8	574	312	274	215	237	151
YHR018C::chr8_1	1	0	233	57	377	218
YHR019C::chr8_1	0	3	1	0	1	1
YHR020W::chr8_1	0	1	0	1	1	0
YHR021C::chr8_1	166	106	923	826	304	238
YHR021W-A::chr00_3	648	422	198	128	600	492
YHR022C-A::chr00_20	139	17	3	0	146	29
YHR022C::chr8_1	664	460	285	275	891	854
YHR023W::chr00_10	4	0	1	6	9	2
YHR024C::chr8_1	0	1	5	3	0	0
YHR025W::chr00_10	10	9	492	245	620	295
YHR026W::chr00_10	0	39	0	489	0	286
YHR028C::chr8_1	462	261	383	269	760	509
YHR029C::chr8_1	289	0	211	0	483	0
YHR030C::chr8_1	153	0	166	0	351	0
YHR031C::chr8_1	327	218	839	639	403	226
YHR032W::chr00_8	547	341	323	233	460	377
YHR033W::chr8_1	500	367	188	231	566	456
YHR034C::chr8_1	385	350	588	968	517	496
YHR035W::chr8_1	353	349	193	182	589	602
YHR036W::chr8_1	5	4	1	2	0	1
YHR037W::chr8_1	58	300	8	270	128	964
YHR038W::chr8_1	2	0	234	181	2	0
YHR039C-B::chr00_3	536	0	0	0	242	0
YHR039C::chr8_1	444	227	138	66	508	319
YHR040W::chr8_1	0	2	0	0	0	0
YHR041C::chr00_10	5	254	1086	2035	0	315
YHR042W::chr8_1	7	2	3	2	9	15
YHR043C::chr8_1	545	343	292	234	679	504
YHR044C::chr8_1	627	433	260	271	689	566
YHR045W::chr00_8	593	395	355	276	486	344
YHR046C::chr8_2	459	0	310	103	608	0
YHR047C::chr8_2	607	321	237	202	488	349
YHR048W::chr8_2	0	1	74	107	0	0
YHR049C-A::chr8_2	439	258	237	111	212	107
YHR049W::chr8_2	395	302	228	179	643	571
YHR050W-A::chr00_20	132	4	1	0	207	5
YHR050W::chr8_2	352	1	855	837	155	0
YHR051W::chr8_2	2	0	508	926	2	0
YHR052W::chr00_23	0	0	0	0	0	0
YHR057C::chr8_2	0	0	0	190	0	156
YHR058C::chr00_10	2	6	4	6	2	7
YHR059W::chr00_10	0	236	22	695	1	314
YHR060W::chr8_2	40	37	638	480	2	1
YHR061C::chr8_2	509	203	117	178	287	147
YHR062C::chr8_2	1	0	2	1	0	5
YHR063C::chr00_23	5	1	1	0	473	333
YHR064C::chr00_8	4	0	659	146	485	0
YHR065C::chr8_2	0	0	1	1	0	8
YHR066W::chr8_2	0	0	95	79	0	0
YHR067W::chr00_10	152	91	835	824	372	297
YHR068W::chr8_2	2	3	0	3	0	2
YHR069C::chr8_2	28	56	20	63	31	64
YHR070W::chr8_2	0	0	0	0	0	4
YHR071W::chr00_23	0	0	1	0	481	469
YHR072W-A::chr00_20	3	0	0	0	3	0
YHR072W::chr8_2	0	0	2	0	0	0
YHR073W::chr8_2	537	391	324	234	217	141
YHR074W::chr8_2	5	1	4	1	0	2
YHR075C::chr8_2	878	453	204	223	218	183
YHR076W::chr8_2	653	366	174	132	275	179
YHR077C::chr8_2	467	422	106	171	320	373
YHR078W::chr8_2	545	482	142	165	333	357
YHR079C-B::chr00_3	610	542	121	205	519	438
YHR079C::chr8_2	653	529	77	156	318	240
YHR080C::chr8_2	699	423	155	179	734	557
YHR081W::chr8_2	1	0	402	332	257	1
YHR082C::chr8_2	643	481	156	161	427	334
YHR083W::chr8_2	1	5	0	0	1	2
YHR084W::chr8_2	4	0	2	0	4	2
YHR085W::chr8_2	0	0	0	0	0	2
YHR086W-A::chr00_20	428	311	2	3	618	444
YHR086W::chr8_2	597	286	99	179	284	205
YHR087W::chr8_2	675	362	282	181	360	229
YHR088W::chr00_23	0	0	0	0	0	0
YHR088W::chr8_2	1	0	0	0	2	1
YHR089C::chr00_23	0	0	0	0	0	0
YHR090C::chr00_23	304	285	0	0	414	364
YHR091C::chr00_21	0	0	0	0	0	0
YHR091C::chr8_2	0	0	457	968	1	222
YHR092C::chr8_2	592	267	442	251	445	200
YHR093W::chr8_2	9	299	4	246	6	263
YHR094C::chr8_2	503	227	171	168	380	182
YHR095W::chr8_2	428	300	217	151	424	347
YHR096C::chr8_2	282	138	178	79	255	146
YHR097C::chr8_2	605	298	118	122	375	191
YHR098C::chr00_23	320	153	4	1	566	295
YHR100C::chr8_2	500	319	988	816	189	126
YHR101C::chr8_2	0	1	0	1	0	0
YHR102W::chr00_23	0	0	0	0	0	0
YHR103W::chr8_2	494	302	135	171	401	440
YHR104W::chr8_2	548	494	224	249	624	560
YHR105W::chr8_2	542	423	248	61	620	498
YHR106W::chr8_2	1	504	90	183	0	528
YHR107C::chr8_2	1	2	0	0	2	0
